"name","code","price","measurement","use_for","years_of_circulation","category","space","location","forsalewhat","introduction","score","suggest","location_advantage","climate","related_support","land","status"
"黄冈红安县400亩可种草皮、西瓜、绿化树苗水田出租","土地编码：71334 更新时间：2018-10-21 17:32:31 807 次查看","300","元/亩/年","耕地|水田","24 年","出租","400 亩","湖北/黄冈/红安县","光伏用地","此地块位于234省道旁边，红安开发区至汉口北一级公路在建，临武麻高速公路黄陂北出口3KM，距离武汉边界200米。地里面有鱼塘。总共面积400亩，其中近100亩种植有广玉兰、杨梅等，还有300亩空地，可以种植草皮和绿化树苗。花卉和果树苗一次性转让费20万元。","85.69","经济作物种植、水稻种植、休闲农业","良","良","一般","良","优"
"黄冈黄梅县1000亩种植草皮、花卉、苗木、西瓜的水田出租","土地编码：77341 更新时间：2018-10-21 17:32:25 649 次查看","500","元/亩/年","耕地|水田","20 年","出租","1000 亩","湖北/黄冈/黄梅县","","此地块土质肥沃，含少量沙土，适宜种植草皮、花卉、苗木、西瓜、蔬菜等。","89.79","经济作物种植、水稻种植、休闲农业","良","良","一般","优","优"
"黄冈黄梅县350亩稻虾套养、种芡实、种莲藕水田出租","土地编码：94723 更新时间：2018-10-21 17:32:24 479 次查看","700","元/亩/年","耕地|水田","10 年","出租","350 亩","湖北/黄冈/黄梅县","水稻 莲藕 茭白 稻田养虾","水利设施齐全，水源充足，宽阔水泥路直达，交通方便，适合稻田养虾、种芡实、农耕采摘等。租金一年一付。","84.91","经济作物种植、水稻种植、休闲农业","良","良","一般","良","优"
"黄冈黄梅县200亩能畜牧养殖的茶园用地转让","土地编码：90504 更新时间：2018-10-21 17:32:12 515 次查看","50","万元","养殖用地|畜牧养殖用地","40 年","转让","200 亩","湖北/黄冈/黄梅县","","此地块种植了成熟的油茶树，树林里可开展养殖项目。","84.61","牲畜饲养、休闲农业、生态农场","良","良","一般","一般","优"
"黄冈红安县50亩畜牧养殖场出租","土地编码：64712 更新时间：2018-10-21 17:31:32 1499 次查看","600","元/亩/年","养殖用地|畜牧养殖用地","15 年","出租","50 亩","湖北/黄冈/红安县","猪 鸡 兔 鸭 山羊 黄牛","这块养殖用地，已经建成砖瓦架构的养殖场500余平方，还建成钢结构的养殖场200多平方，养殖场均已建好，接手即可经营。养殖用地已经移栽了多类桂花树5000多颗左右。如果租场地每年3万元，一次性转让价36万元。","83.16","牲畜饲养、休闲农业、生态农场","良","良","一般","一般","优"
"湖北省经济特区黄梅县小池镇核心地段91334平米住宅用地转让","土地编码：51641 更新时间：2018-10-21 17:31:22 1137 次查看","10000","万元","商业及住宅|商业用地","70 年","转让","91334 平米","湖北/黄冈/黄梅县","","地块位于湖北小池镇中心，与江西九江市隔江相望，地块开车过江到九江市区20分钟，商住两用，整体转让。小池镇，位于湖北省黄冈市黄梅县东南部，湖北省与江西省交界处，长江与京九铁路交汇处，紧挨九江长江大桥北岸桥头，与江西省九江市浔阳区隔江相望，是湖北省经济特区城镇、副县级镇、建制镇。素有“鄂东门户”和商贸旅游“金三角”之称。小池镇曾列为湖北黄冈地区五小经济特区、省级开发区、全省重点口子镇、全国小城镇综合改革试点镇，系“楚天明星乡镇”、“全国文明村镇”、全国创建工作先进镇，为全省经济发达镇、全国第三批改革发展试点镇。交通方面105国道、沪蓉、福银高速公路穿境而过，京九、合九铁路在此交汇。长江黄金水道绕城过境15.8华里，南与国家对外开放港口九江市两桥（京九线上的九江长江大桥和福银高速上的九江长江二桥）相连，距九江庐山机场24公里。","","","","","","",""
"黄冈黄梅县150亩稻虾套养水田出租","土地编码：101780 更新时间：2018-10-21 17:31:20 289 次查看","800","元/亩/年","耕地|水田","10 年","出租","150 亩","湖北/黄冈/黄梅县","水稻 莲藕 茭白 稻田养虾","此地块水源丰富，交通便利，适合稻虾套养，租金一年一付。","83.04","经济作物种植、水稻种植、休闲农业","良","良","一般","一般","优"
"黄冈浠水县31亩适合种植和养殖的家庭农场转包","土地编码：104447 更新时间：2018-10-21 17:30:49 130 次查看","25","万元","其它用地|荒地","40 年","转包","31 亩","湖北/黄冈/浠水县","","此地块交通便利，有活动的流水，有一口鱼塘，树已成林，建有能养200头猪的猪栏，还可以扩建，适合养鸡、养羊、养牛等家畜，也适合种植，还适合建设家庭农场。流转合同已经过公证，有公证书。","","","","","","",""
"黄冈黄梅县300亩水田出租","土地编码：54608 更新时间：2018-10-21 17:29:58 1035 次查看","550","元/亩/年","耕地|水田","10 年","出租","300 亩","湖北/黄冈/黄梅县","光伏用地 水稻","该地块离黄梅县城约20分钟车程，土地平整工程即将完工，水利设施齐备，土质肥沃，交通便利。流转年限和付款方式可商议。","80.46","经济作物种植、水稻种植、休闲农业","良","良","一般","一般","一般"
"黄冈红安县680亩农村田园综合体转让","土地编码：64744 更新时间：2018-10-21 17:29:51 624 次查看","1100","万元","林地|有林地","25 年","转让","680 亩","湖北/黄冈/红安县","","这块现代化农村田园综合体，位于红安县现代农业示范园区核心区内，一级公路边，临高桥河，交通方便，园内有鱼塘，植有花卉、杨梅、荷花、葡萄，还有儿童游乐等，合同期剩余26年。园内年客流量10万人次以上，门票收入150万以上，还有餐饮、游乐场、骑马场、超市、土特产、农产品、水果等综合收入500万以上，现低价转让。","87.69","经济作物种植、林木种植、休闲农业","良","良","一般","优","优"
"黄冈罗田县200亩有林地转让","土地编码：64517 更新时间：2018-10-21 17:29:45 760 次查看","60","万元","林地|有林地","35 年","转让","200 亩","湖北/黄冈/罗田县","鸡 马 竹 鹿 山羊 松树 黄牛","此地块非常适合从休闲农业的项目，有林权证，可享受当地种粮直补、良种补贴、农资补贴、农机购置补贴、畜牧良种补贴、动物防疫补贴、畜禽养殖扶植政策等政策。供电已接通、进入道路为机耕道。附属设施有300余平方畜禽舍，有100余平方生活用房等。建有15年树龄已经成熟的30亩油茶林，每年仅采摘油茶收入就有3万元。","83.34","经济作物种植、林木种植、休闲农业","良","优","一般","一般","优"
"黄冈黄梅县220亩养龙虾、种芡实的精养池出租","土地编码：87070 更新时间：2018-10-21 17:29:11 1031 次查看","500","元/亩/年","耕地|水田","10 年","出租","220 亩","湖北/黄冈/黄梅县","水稻 莲藕 茭白 稻田养虾","此地块面积220亩，流转合同10年，原为基本良田，现已挖精养池40个，另外流转来了一座约50亩水库，流转合同18年，确保虾池一年四季水源充足，目前虾池正常产虾和售虾，因业主另外找了一块大面积的虾田，因而转让。现在转让费45万，包含铺设在田里的管道、2座带空调的板房、铺设的电线、水库的转让费、池子和水库里面的鱼、2条船、池子里的虾和虾苗、400条虾笼、虾池回填保证金等全部固定资产。如果下半年转让，转让费35万。","82.94","经济作物种植、水稻种植、休闲农业","良","良","一般","一般","优"
"黄冈团风县200亩有林地转让","土地编码：64735 更新时间：2018-10-21 17:29:04 1507 次查看","40","万元","林地|有林地","27 年","转让","200 亩","湖北/黄冈/团风县","鸡 山羊 松树","这个林地从山上往下有一条自流溪流，四季有水不结冰；山内有一个约十亩左右的池塘；山上有板栗树几十亩，还有100亩空地。","85.79","经济作物种植、林木种植、休闲农业","良","良","一般","一般","优"
"黄冈浠水县1000亩有养殖场的林地转让","土地编码：71394 更新时间：2018-10-21 17:28:59 1816 次查看","50","万元","林地|其它林地","22 年","转让","1000 亩","湖北/黄冈/浠水县","","","90.09","经济作物种植、林木种植、休闲农业","良","良","一般","优","优"
"黄冈麻城市300亩家庭农场灌木林地转让","土地编码：70620 更新时间：2018-10-21 17:28:49 1726 次查看","45","万元","林地|灌木林地","15 年","转让","300 亩","湖北/黄冈/麻城市","","此块林地周围全部用铁丝网网住，里面有30余亩成熟油茶林，灌木林地200余亩，大小渔塘5个共40余亩，水田10余亩，旱地5亩，生活用房两栋共5间，建有300余平方牛栏，50余平方仓库，两栋猪栏60余平方，羊圈40余平方。","86.01","经济作物种植、林木种植、休闲农业","良","优","一般","一般","优"
"安庆宿松县100亩养龙虾养鹅水产养殖用地出租","土地编码：68439 更新时间：2018-10-21 17:28:49 1231 次查看","600","元/亩/年","养殖用地|水产养殖用地","10 年","出租","100 亩","安徽/安庆/宿松县","龙虾 河蟹 牛蛙","该地块旱涝保收，进出水方便，适合养鹅和水产养殖。","84.31","水产养殖、牲畜饲养、休闲农业","良","优","一般","一般","优"
"黄冈蕲春县4000亩稻虾套养、种芡实、种莲藕水田出租","土地编码：100390 更新时间：2018-10-21 17:28:43 253 次查看","650","元/亩/年","耕地|水田","10 年","出租","4000 亩","湖北/黄冈/蕲春县","水稻 莲藕 茭白 稻田养虾","此地块附近有一座湖，水源充足，交通便利，水泥路直达。可分割出租，租金一年一交。","89.34","经济作物种植、水稻种植、休闲农业","良","优","一般","优","优"
"黄冈黄梅县300亩有林地转让","土地编码：62658 更新时间：2018-10-21 17:28:38 636 次查看","面议","","林地|有林地","30 年","转让","300 亩","湖北/黄冈/黄梅县","杨树 松树 杉树 奶牛 黄牛 山羊 鸡 竹 马 鹿","该山林原是一个林场，有4间平房，有楠竹林约20亩，长有杉树和松树，山顶有个约2亩的池塘。","84.21","经济作物种植、林木种植、休闲农业","良","良","一般","一般","优"
"黄冈黄梅县250亩养龙虾、种芡实、种莲藕水田出租","土地编码：105253 更新时间：2018-10-21 17:28:37 114 次查看","800","元/亩/年","耕地|水田","10 年","出租","250 亩","湖北/黄冈/黄梅县","水稻 莲藕 茭白 稻田养虾","此地块水源丰富，土壤肥沃，交通方便，适合种芡实和养龙虾等，租金一年一付。","83.39","经济作物种植、水稻种植、休闲农业","良","良","一般","一般","优"
"黄冈黄梅县1000亩稻虾套养、种芡实、种莲藕、采摘水田出租","土地编码：94728 更新时间：2018-10-21 17:28:31 724 次查看","700","元/亩/年","耕地|水田","10 年","出租","1000 亩","湖北/黄冈/黄梅县","水稻 莲藕 茭白 稻田养虾","位于宽阔主干道路水泥路边，交通便利，水源充足，适宜稻虾套养、种芡实、种荷花、现代农田采摘和观光项目，租金一年一付。","89.79","经济作物种植、水稻种植、休闲农业","良","良","一般","优","优"
